../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1100GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1200GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1300GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1400GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1600GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1700GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M1900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2100GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2200GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2300GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2400GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2600GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2700GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2800GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M2900GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M3000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M3250GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M3500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M3750GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M4000GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M4250GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M4500GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M4750GeV-2x0_area, ../rpf2x0_Binningv6_Inputv11_SR_Blind_centralMC/Signal_M5000GeV-2x0_area
800, 900, 1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3250, 3500, 3750, 4000, 4250, 4500, 4750, 5000
50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
0.0035472976567411094, 0.05856614537642677, 0.003976087452692918, 0.02166456969741425, 0.005432673678840211, 0.008884971551926777, 0.009135952683175028, 0.0056045754280357315, 0.01635336287472847, 0.0046272321501826695, 0.01544033093376717, 0.004664294892254312, 0.011612162514632948, 0.0055172749113932785, 0.0072281374227434955, 0.007130083604632157, 0.005086516748889258, 0.008004793301993674, 0.004238106356943091, 0.006986241496933138, 0.004073389215791998, 0.006018808615747394, 0.0043219310601192475, 0.003824179360831216, 0.0033036435161205593, 0.0035609114043752403, 0.003133302990217996, 0.0027913972765142452, 0.002551468040278279, 0.0021773426284107107, 0.002063897564025824
1.1896599412546278, 2.588501268698896, 1.4449067479367486, 2.1940387816447475, 1.653256061832673, 1.7743353379043938, 1.6678745746840506, 1.460808513348123, 1.4644941335489359, 1.2611602962713306, 1.2574582175516016, 1.124046540599627, 1.0885461944402397, 1.0058549030486665, 0.9490370331947875, 0.8895344987810079, 0.8321012423138697, 0.785243105536583, 0.736269629049178, 0.6975236851665819, 0.6575216311532844, 0.6234034205196143, 0.5904112502109884, 0.5060720324314879, 0.4592758254028278, 0.4003684344424841, 0.36706991321435495, 0.324340786281341, 0.2998390703773946, 0.26794968454542284, 0.24941893597673173
1.0006372570890276, 1.6929913291032628, 1.8083822435183057, 2.3065932136274347, 2.46897999495689, 2.6953314868143696, 2.8234483185246115, 2.8961135204346604, 2.9623751570503196, 2.974280101285521, 2.9885680536051606, 2.968710830120347, 2.9434367045937075, 2.902728250684062, 2.8545650738622235, 2.7998592200630235, 2.7406122018684207, 2.6783999620705994, 2.6140217170196007, 2.548685751931757, 2.4828002054867806, 2.4170761920166455, 2.3518684595371053, 2.1624584756695526, 2.0431890454465753, 1.8765383127196806, 1.7738553509475137, 1.632163762287602, 1.5455239925415591, 1.4264282443091763, 1.3537282139184434
0.057652960444760974, 0.13278314045270148, 0.22970225060868157, 0.37025025021583396, 0.5296948880613342, 0.7118183039071311, 0.9048570543156416, 1.1030808309766635, 1.3016916175531559, 1.4946298089175836, 1.6797420576731616, 1.8533618750871048, 2.014481451273517, 2.161866183855406, 2.295239015575902, 2.4146199981846057, 2.520350182789016, 2.612982054094989, 2.693206252672095, 2.761803791057845, 2.8195947761587927, 2.8674153561913034, 2.9060905972218385, 2.97506191293431, 2.9889266289971848, 2.973652207644147, 2.945152841222796, 2.8827403966248366, 2.8315872593661537, 2.745278502024241, 2.6834736109802972
0.0004433547387845931, 0.0018646591734585683, 0.00558948467398158, 0.013621145036342416, 0.02803587182376019, 0.05101458243385473, 0.0842623524267952, 0.12893413851285782, 0.18552672186528088, 0.253889772918561, 0.33336374464396873, 0.42285914618675585, 0.5210278863841915, 0.6263576996749943, 0.7372834138824057, 0.8522602400512979, 0.9698209170708537, 1.0886131827677257, 1.2074220777379037, 1.325180421744341, 1.4409704664610856, 1.5540194161612044, 1.66369083197806, 1.9678804658099234, 2.147182461352895, 2.3787264497604697, 2.508442797376318, 2.6681696096632277, 2.7531969330038017, 2.8519980120954944, 2.9007708812357094
5.746857509921543e-07, 5.445895338878323e-06, 3.190429971308564e-05, 0.0001334109647648338, 0.00043240611512256906, 0.0011547483885989503, 0.0026506463438273824, 0.005394653129992189, 0.009962770389301634, 0.0169925692280526, 0.027135349673528642, 0.041008507916404306, 0.059155175912238074, 0.08201420814168515, 0.10990199277218383, 0.14300516779585523, 0.18138251457653146, 0.22497376596855537, 0.2736130866308821, 0.3270452313119921, 0.38494276211903383, 0.4469231008252597, 0.5125645719018005, 0.7269438906310497, 0.8798622376198001, 1.115746111586552, 1.2730699134086378, 1.5032540721391465, 1.650223220522345, 1.8577330918982637, 1.9862080387068632
1.3873301411909795e-10, 3.5568346283147996e-09, 4.648449446317615e-08, 3.7405934924535646e-07, 2.0938225650101214e-06, 8.877635775468332e-06, 3.0287053543235926e-05, 8.689975533232895e-05, 0.00021674061163453869, 0.0004819162471336825, 0.0009741032663725854, 0.0018177178908722605, 0.00317007729439987, 0.005218441881533454, 0.008174335559302135, 0.012265875057289863, 0.01772898234436623, 0.02479833514932255, 0.03369878260048096, 0.044637769158698104, 0.057799114191967184, 0.07333831454092583, 0.09137939188206069, 0.16125521421744607, 0.22113814736381057, 0.32996208791651865, 0.41396461974670284, 0.5543366972114381, 0.6556279029988735, 0.8158304938013353, 0.9262804149338025
6.554434632461659e-15, 5.410834405562496e-13, 1.8055579402400437e-11, 3.127103164515437e-10, 3.316224492011652e-09, 2.4143904466660765e-08, 1.3092761351001131e-07, 5.613343954612278e-07, 1.9896129686854864e-06, 6.032109593159139e-06, 1.6062336053809203e-05, 3.835620430670902e-05, 8.351680682095344e-05, 0.00016805804399330987, 0.0003159779340755888, 0.0005601369851409301, 0.0009432749944394322, 0.001518543148699112, 0.002349485447809568, 0.0035094624504667347, 0.005080562041667599, 0.007152080779087436, 0.009818683600033481, 0.022372728196750236, 0.035505654294633135, 0.06407993897882545, 0.08982944521474241, 0.13935378222719888, 0.17983038966468257, 0.25158264181359963, 0.30644198720557636
